date,route_line,ridership
2020-01-15,LRT Kelana Jaya Line,330542.0
2020-01-16,LRT Kelana Jaya Line,334507.0
2020-01-17,LRT Kelana Jaya Line,351479.0
2020-01-18,LRT Kelana Jaya Line,164279.0
2020-01-19,LRT Kelana Jaya Line,136700.0
2020-01-20,LRT Kelana Jaya Line,328188.0
2020-01-21,LRT Kelana Jaya Line,331467.0
2020-01-22,LRT Kelana Jaya Line,336174.0
2020-01-23,LRT Kelana Jaya Line,306105.0
2020-01-24,LRT Kelana Jaya Line,235764.0
2020-01-25,LRT Kelana Jaya Line,132816.0
2020-01-26,LRT Kelana Jaya Line,120696.0
2020-01-27,LRT Kelana Jaya Line,111374.0
2020-01-28,LRT Kelana Jaya Line,241121.0
2020-01-29,LRT Kelana Jaya Line,259281.0
2020-01-30,LRT Kelana Jaya Line,282278.0
2020-01-31,LRT Kelana Jaya Line,277512.0
2020-02-01,LRT Kelana Jaya Line,125818.0
2020-02-02,LRT Kelana Jaya Line,114564.0
2020-02-03,LRT Kelana Jaya Line,308653.0
2020-02-04,LRT Kelana Jaya Line,317549.0
2020-02-05,LRT Kelana Jaya Line,318315.0
2020-02-06,LRT Kelana Jaya Line,322595.0
2020-02-07,LRT Kelana Jaya Line,314049.0
2020-02-08,LRT Kelana Jaya Line,138608.0
2020-02-09,LRT Kelana Jaya Line,128706.0
2020-02-10,LRT Kelana Jaya Line,313487.0
2020-02-11,LRT Kelana Jaya Line,318373.0
2020-02-12,LRT Kelana Jaya Line,320454.0
2020-02-13,LRT Kelana Jaya Line,322813.0
2020-02-14,LRT Kelana Jaya Line,343242.0
2020-02-15,LRT Kelana Jaya Line,150565.0
2020-02-16,LRT Kelana Jaya Line,121879.0
2020-02-17,LRT Kelana Jaya Line,314239.0
2020-02-18,LRT Kelana Jaya Line,318193.0
2020-02-19,LRT Kelana Jaya Line,321757.0
2020-02-20,LRT Kelana Jaya Line,322698.0
2020-02-21,LRT Kelana Jaya Line,335549.0
2020-02-22,LRT Kelana Jaya Line,147875.0
2020-02-23,LRT Kelana Jaya Line,121061.0
2020-02-24,LRT Kelana Jaya Line,311327.0
2020-02-25,LRT Kelana Jaya Line,317777.0
2020-02-26,LRT Kelana Jaya Line,319794.0
2020-02-27,LRT Kelana Jaya Line,320994.0
2020-02-28,LRT Kelana Jaya Line,338381.0
2020-02-29,LRT Kelana Jaya Line,159108.0
2020-03-01,LRT Kelana Jaya Line,130646.0
2020-03-02,LRT Kelana Jaya Line,312966.0
2020-03-03,LRT Kelana Jaya Line,316525.0
2020-03-04,LRT Kelana Jaya Line,315914.0
2020-03-05,LRT Kelana Jaya Line,310527.0
2020-03-06,LRT Kelana Jaya Line,322265.0
2020-03-07,LRT Kelana Jaya Line,135989.0
2020-03-08,LRT Kelana Jaya Line,122382.0
2020-03-09,LRT Kelana Jaya Line,297116.0
2020-03-10,LRT Kelana Jaya Line,300829.0
2020-03-11,LRT Kelana Jaya Line,296463.0
2020-03-12,LRT Kelana Jaya Line,290357.0
2020-03-13,LRT Kelana Jaya Line,295429.0
2020-03-14,LRT Kelana Jaya Line,113762.0
2020-03-15,LRT Kelana Jaya Line,93910.0
2020-03-16,LRT Kelana Jaya Line,236703.0
2020-03-17,LRT Kelana Jaya Line,207362.0
2020-03-18,LRT Kelana Jaya Line,78308.0
2020-03-19,LRT Kelana Jaya Line,56173.0
2020-03-20,LRT Kelana Jaya Line,41850.0
2020-03-21,LRT Kelana Jaya Line,17465.0
2020-03-22,LRT Kelana Jaya Line,10477.0
2020-03-23,LRT Kelana Jaya Line,26778.0
2020-03-24,LRT Kelana Jaya Line,22941.0
2020-03-25,LRT Kelana Jaya Line,19728.0
2020-03-26,LRT Kelana Jaya Line,19299.0
2020-03-27,LRT Kelana Jaya Line,19149.0
2020-03-28,LRT Kelana Jaya Line,9181.0
2020-03-29,LRT Kelana Jaya Line,7195.0
2020-03-30,LRT Kelana Jaya Line,18975.0
2020-03-31,LRT Kelana Jaya Line,18814.0
2020-04-01,LRT Kelana Jaya Line,19229.0
2020-04-02,LRT Kelana Jaya Line,18322.0
2020-04-03,LRT Kelana Jaya Line,18120.0
2020-04-04,LRT Kelana Jaya Line,9072.0
2020-04-05,LRT Kelana Jaya Line,7208.0
2020-04-06,LRT Kelana Jaya Line,18499.0
2020-04-07,LRT Kelana Jaya Line,17840.0
2020-04-08,LRT Kelana Jaya Line,18048.0
2020-04-09,LRT Kelana Jaya Line,17749.0
2020-04-10,LRT Kelana Jaya Line,17764.0
2020-04-11,LRT Kelana Jaya Line,9065.0
2020-04-12,LRT Kelana Jaya Line,7244.0
2020-04-13,LRT Kelana Jaya Line,18998.0
2020-04-14,LRT Kelana Jaya Line,18611.0
2020-04-15,LRT Kelana Jaya Line,18453.0
2020-04-16,LRT Kelana Jaya Line,18041.0
2020-04-17,LRT Kelana Jaya Line,18616.0
2020-04-18,LRT Kelana Jaya Line,8966.0
2020-04-19,LRT Kelana Jaya Line,7234.0
2020-04-20,LRT Kelana Jaya Line,18884.0
2020-04-21,LRT Kelana Jaya Line,18485.0
2020-04-22,LRT Kelana Jaya Line,18594.0
2020-04-23,LRT Kelana Jaya Line,18908.0
2020-04-24,LRT Kelana Jaya Line,17724.0
2020-04-25,LRT Kelana Jaya Line,9413.0
2020-04-26,LRT Kelana Jaya Line,7455.0
2020-04-27,LRT Kelana Jaya Line,19756.0
2020-04-28,LRT Kelana Jaya Line,19402.0
2020-04-29,LRT Kelana Jaya Line,20381.0
2020-04-30,LRT Kelana Jaya Line,21291.0
2020-05-01,LRT Kelana Jaya Line,9313.0
2020-05-02,LRT Kelana Jaya Line,11019.0
2020-05-03,LRT Kelana Jaya Line,9176.0
2020-05-04,LRT Kelana Jaya Line,42714.0
2020-05-05,LRT Kelana Jaya Line,44468.0
2020-05-06,LRT Kelana Jaya Line,46874.0
2020-05-07,LRT Kelana Jaya Line,22738.0
2020-05-08,LRT Kelana Jaya Line,46917.0
2020-05-09,LRT Kelana Jaya Line,27290.0
2020-05-10,LRT Kelana Jaya Line,20718.0
2020-05-11,LRT Kelana Jaya Line,26478.0
2020-05-12,LRT Kelana Jaya Line,55582.0
2020-05-13,LRT Kelana Jaya Line,60345.0
2020-05-14,LRT Kelana Jaya Line,62524.0
2020-05-15,LRT Kelana Jaya Line,61394.0
2020-05-16,LRT Kelana Jaya Line,32324.0
2020-05-17,LRT Kelana Jaya Line,25457.0
2020-05-18,LRT Kelana Jaya Line,66943.0
2020-05-19,LRT Kelana Jaya Line,66892.0
2020-05-20,LRT Kelana Jaya Line,68022.0
2020-05-21,LRT Kelana Jaya Line,66744.0
2020-05-22,LRT Kelana Jaya Line,64837.0
2020-05-23,LRT Kelana Jaya Line,35232.0
2020-05-24,LRT Kelana Jaya Line,24568.0
2020-05-25,LRT Kelana Jaya Line,27148.0
2020-05-26,LRT Kelana Jaya Line,29703.0
2020-05-27,LRT Kelana Jaya Line,64167.0
2020-05-28,LRT Kelana Jaya Line,68611.0
2020-05-29,LRT Kelana Jaya Line,70771.0
2020-05-30,LRT Kelana Jaya Line,41962.0
2020-05-31,LRT Kelana Jaya Line,31989.0
2020-06-01,LRT Kelana Jaya Line,85064.0
2020-06-02,LRT Kelana Jaya Line,85560.0
2020-06-03,LRT Kelana Jaya Line,87332.0
2020-06-04,LRT Kelana Jaya Line,84819.0
2020-06-05,LRT Kelana Jaya Line,86464.0
2020-06-06,LRT Kelana Jaya Line,47600.0
2020-06-07,LRT Kelana Jaya Line,37366.0
2020-06-08,LRT Kelana Jaya Line,38891.0
2020-06-09,LRT Kelana Jaya Line,95250.0
2020-06-10,LRT Kelana Jaya Line,104738.0
2020-06-11,LRT Kelana Jaya Line,105472.0
2020-06-12,LRT Kelana Jaya Line,105170.0
2020-06-13,LRT Kelana Jaya Line,57448.0
2020-06-14,LRT Kelana Jaya Line,45168.0
2020-06-15,LRT Kelana Jaya Line,113004.0
2020-06-16,LRT Kelana Jaya Line,116050.0
2020-06-17,LRT Kelana Jaya Line,118125.0
2020-06-18,LRT Kelana Jaya Line,117745.0
2020-06-19,LRT Kelana Jaya Line,116565.0
2020-06-20,LRT Kelana Jaya Line,62853.0
2020-06-21,LRT Kelana Jaya Line,50238.0
2020-06-22,LRT Kelana Jaya Line,116723.0
2020-06-23,LRT Kelana Jaya Line,122889.0
2020-06-24,LRT Kelana Jaya Line,124997.0
2020-06-25,LRT Kelana Jaya Line,126033.0
2020-06-26,LRT Kelana Jaya Line,126170.0
2020-06-27,LRT Kelana Jaya Line,69439.0
2020-06-28,LRT Kelana Jaya Line,56498.0
2020-06-29,LRT Kelana Jaya Line,128041.0
2020-06-30,LRT Kelana Jaya Line,131756.0
2020-07-01,LRT Kelana Jaya Line,140909.0
2020-07-02,LRT Kelana Jaya Line,140612.0
2020-07-03,LRT Kelana Jaya Line,144362.0
2020-07-04,LRT Kelana Jaya Line,80363.0
2020-07-05,LRT Kelana Jaya Line,65698.0
2020-07-06,LRT Kelana Jaya Line,143500.0
2020-07-07,LRT Kelana Jaya Line,148347.0
2020-07-08,LRT Kelana Jaya Line,151091.0
2020-07-09,LRT Kelana Jaya Line,149820.0
2020-07-10,LRT Kelana Jaya Line,153366.0
2020-07-11,LRT Kelana Jaya Line,84754.0
2020-07-12,LRT Kelana Jaya Line,70045.0
2020-07-13,LRT Kelana Jaya Line,150480.0
2020-07-14,LRT Kelana Jaya Line,155055.0
2020-07-15,LRT Kelana Jaya Line,157384.0
2020-07-16,LRT Kelana Jaya Line,155801.0
2020-07-17,LRT Kelana Jaya Line,162026.0
2020-07-18,LRT Kelana Jaya Line,83514.0
2020-07-19,LRT Kelana Jaya Line,69202.0
2020-07-20,LRT Kelana Jaya Line,157247.0
2020-07-21,LRT Kelana Jaya Line,160487.0
2020-07-22,LRT Kelana Jaya Line,161319.0
2020-07-23,LRT Kelana Jaya Line,160711.0
2020-07-24,LRT Kelana Jaya Line,162695.0
2020-07-25,LRT Kelana Jaya Line,85028.0
2020-07-26,LRT Kelana Jaya Line,68248.0
2020-07-27,LRT Kelana Jaya Line,157741.0
2020-07-28,LRT Kelana Jaya Line,161577.0
2020-07-29,LRT Kelana Jaya Line,158198.0
2020-07-30,LRT Kelana Jaya Line,136290.0
2020-07-31,LRT Kelana Jaya Line,61388.0
2020-08-01,LRT Kelana Jaya Line,66765.0
2020-08-02,LRT Kelana Jaya Line,61263.0
2020-08-03,LRT Kelana Jaya Line,139813.0
2020-08-04,LRT Kelana Jaya Line,155140.0
2020-08-05,LRT Kelana Jaya Line,161414.0
2020-08-06,LRT Kelana Jaya Line,161256.0
2020-08-07,LRT Kelana Jaya Line,165122.0
2020-08-08,LRT Kelana Jaya Line,85814.0
2020-08-09,LRT Kelana Jaya Line,69048.0
2020-08-10,LRT Kelana Jaya Line,161067.0
2020-08-11,LRT Kelana Jaya Line,164993.0
2020-08-12,LRT Kelana Jaya Line,166937.0
2020-08-13,LRT Kelana Jaya Line,166383.0
2020-08-14,LRT Kelana Jaya Line,170115.0
2020-08-15,LRT Kelana Jaya Line,85256.0
2020-08-16,LRT Kelana Jaya Line,66668.0
2020-08-17,LRT Kelana Jaya Line,167960.0
2020-08-18,LRT Kelana Jaya Line,170030.0
2020-08-19,LRT Kelana Jaya Line,174411.0
2020-08-20,LRT Kelana Jaya Line,76953.0
2020-08-21,LRT Kelana Jaya Line,154042.0
2020-08-22,LRT Kelana Jaya Line,84974.0
2020-08-23,LRT Kelana Jaya Line,67665.0
2020-08-24,LRT Kelana Jaya Line,164036.0
2020-08-25,LRT Kelana Jaya Line,171040.0
2020-08-26,LRT Kelana Jaya Line,173481.0
2020-08-27,LRT Kelana Jaya Line,171274.0
2020-08-28,LRT Kelana Jaya Line,175445.0
2020-08-29,LRT Kelana Jaya Line,89219.0
2020-08-30,LRT Kelana Jaya Line,81657.0
2020-08-31,LRT Kelana Jaya Line,77902.0
2020-09-01,LRT Kelana Jaya Line,170073.0
2020-09-02,LRT Kelana Jaya Line,178326.0
2020-09-03,LRT Kelana Jaya Line,180473.0
2020-09-04,LRT Kelana Jaya Line,184627.0
2020-09-05,LRT Kelana Jaya Line,90992.0
2020-09-06,LRT Kelana Jaya Line,74134.0
2020-09-07,LRT Kelana Jaya Line,174741.0
2020-09-08,LRT Kelana Jaya Line,183520.0
2020-09-09,LRT Kelana Jaya Line,184266.0
2020-09-10,LRT Kelana Jaya Line,186662.0
2020-09-11,LRT Kelana Jaya Line,190510.0
2020-09-12,LRT Kelana Jaya Line,97773.0
2020-09-13,LRT Kelana Jaya Line,77296.0
2020-09-14,LRT Kelana Jaya Line,178008.0
2020-09-15,LRT Kelana Jaya Line,185675.0
2020-09-16,LRT Kelana Jaya Line,85531.0
2020-09-17,LRT Kelana Jaya Line,179667.0
2020-09-18,LRT Kelana Jaya Line,183422.0
2020-09-19,LRT Kelana Jaya Line,94028.0
2020-09-20,LRT Kelana Jaya Line,72941.0
2020-09-21,LRT Kelana Jaya Line,180283.0
2020-09-22,LRT Kelana Jaya Line,185510.0
2020-09-23,LRT Kelana Jaya Line,187352.0
2020-09-24,LRT Kelana Jaya Line,186891.0
2020-09-25,LRT Kelana Jaya Line,189738.0
2020-09-26,LRT Kelana Jaya Line,97440.0
2020-09-27,LRT Kelana Jaya Line,76633.0
2020-09-28,LRT Kelana Jaya Line,170800.0
2020-09-29,LRT Kelana Jaya Line,173050.0
2020-09-30,LRT Kelana Jaya Line,174116.0
2020-10-01,LRT Kelana Jaya Line,172929.0
2020-10-02,LRT Kelana Jaya Line,168758.0
2020-10-03,LRT Kelana Jaya Line,74841.0
2020-10-04,LRT Kelana Jaya Line,61673.0
2020-10-05,LRT Kelana Jaya Line,160718.0
2020-10-06,LRT Kelana Jaya Line,157660.0
2020-10-07,LRT Kelana Jaya Line,153389.0
2020-10-08,LRT Kelana Jaya Line,152721.0
2020-10-09,LRT Kelana Jaya Line,148645.0
2020-10-10,LRT Kelana Jaya Line,70785.0
2020-10-11,LRT Kelana Jaya Line,56344.0
2020-10-12,LRT Kelana Jaya Line,137404.0
2020-10-13,LRT Kelana Jaya Line,138528.0
2020-10-14,LRT Kelana Jaya Line,96630.0
2020-10-15,LRT Kelana Jaya Line,97353.0
2020-10-16,LRT Kelana Jaya Line,97334.0
2020-10-17,LRT Kelana Jaya Line,47698.0
2020-10-18,LRT Kelana Jaya Line,34071.0
2020-10-19,LRT Kelana Jaya Line,97737.0
2020-10-20,LRT Kelana Jaya Line,96877.0
2020-10-21,LRT Kelana Jaya Line,97229.0
2020-10-22,LRT Kelana Jaya Line,73092.0
2020-10-23,LRT Kelana Jaya Line,77358.0
2020-10-24,LRT Kelana Jaya Line,48096.0
2020-10-25,LRT Kelana Jaya Line,35756.0
2020-10-26,LRT Kelana Jaya Line,79511.0
2020-10-27,LRT Kelana Jaya Line,80955.0
2020-10-28,LRT Kelana Jaya Line,84457.0
2020-10-29,LRT Kelana Jaya Line,41943.0
2020-10-30,LRT Kelana Jaya Line,83322.0
2020-10-31,LRT Kelana Jaya Line,52252.0
2020-11-01,LRT Kelana Jaya Line,40228.0
2020-11-02,LRT Kelana Jaya Line,88316.0
2020-11-03,LRT Kelana Jaya Line,88945.0
2020-11-04,LRT Kelana Jaya Line,89014.0
2020-11-05,LRT Kelana Jaya Line,88238.0
2020-11-06,LRT Kelana Jaya Line,90294.0
2020-11-07,LRT Kelana Jaya Line,56020.0
2020-11-08,LRT Kelana Jaya Line,43870.0
2020-11-09,LRT Kelana Jaya Line,91619.0
2020-11-10,LRT Kelana Jaya Line,92042.0
2020-11-11,LRT Kelana Jaya Line,92763.0
2020-11-12,LRT Kelana Jaya Line,91165.0
2020-11-13,LRT Kelana Jaya Line,89498.0
2020-11-14,LRT Kelana Jaya Line,47240.0
2020-11-15,LRT Kelana Jaya Line,41270.0
2020-11-16,LRT Kelana Jaya Line,88794.0
2020-11-17,LRT Kelana Jaya Line,90184.0
2020-11-18,LRT Kelana Jaya Line,92777.0
2020-11-19,LRT Kelana Jaya Line,92021.0
2020-11-20,LRT Kelana Jaya Line,94084.0
2020-11-21,LRT Kelana Jaya Line,54855.0
2020-11-22,LRT Kelana Jaya Line,44318.0
2020-11-23,LRT Kelana Jaya Line,93486.0
2020-11-24,LRT Kelana Jaya Line,93524.0
2020-11-25,LRT Kelana Jaya Line,95721.0
2020-11-26,LRT Kelana Jaya Line,93655.0
2020-11-27,LRT Kelana Jaya Line,96496.0
2020-11-28,LRT Kelana Jaya Line,59494.0
2020-11-29,LRT Kelana Jaya Line,46539.0
2020-11-30,LRT Kelana Jaya Line,96327.0
2020-12-01,LRT Kelana Jaya Line,98219.0
2020-12-02,LRT Kelana Jaya Line,99230.0
2020-12-03,LRT Kelana Jaya Line,97740.0
2020-12-04,LRT Kelana Jaya Line,100379.0
2020-12-05,LRT Kelana Jaya Line,61730.0
2020-12-06,LRT Kelana Jaya Line,49627.0
2020-12-07,LRT Kelana Jaya Line,101091.0
2020-12-08,LRT Kelana Jaya Line,103566.0
2020-12-09,LRT Kelana Jaya Line,103908.0
2020-12-10,LRT Kelana Jaya Line,101527.0
2020-12-11,LRT Kelana Jaya Line,92751.0
2020-12-12,LRT Kelana Jaya Line,62336.0
2020-12-13,LRT Kelana Jaya Line,50816.0
2020-12-14,LRT Kelana Jaya Line,100969.0
2020-12-15,LRT Kelana Jaya Line,104376.0
2020-12-16,LRT Kelana Jaya Line,106261.0
2020-12-17,LRT Kelana Jaya Line,105085.0
2020-12-18,LRT Kelana Jaya Line,105391.0
2020-12-19,LRT Kelana Jaya Line,65516.0
2020-12-20,LRT Kelana Jaya Line,52377.0
2020-12-21,LRT Kelana Jaya Line,104371.0
2020-12-22,LRT Kelana Jaya Line,107356.0
2020-12-23,LRT Kelana Jaya Line,106738.0
2020-12-24,LRT Kelana Jaya Line,102065.0
2020-12-25,LRT Kelana Jaya Line,55174.0
2020-12-26,LRT Kelana Jaya Line,57444.0
2020-12-27,LRT Kelana Jaya Line,50926.0
2020-12-28,LRT Kelana Jaya Line,97483.0
2020-12-29,LRT Kelana Jaya Line,99143.0
2020-12-30,LRT Kelana Jaya Line,101232.0
2020-12-31,LRT Kelana Jaya Line,101935.0
2021-01-01,LRT Kelana Jaya Line,56441.0
2021-01-02,LRT Kelana Jaya Line,59116.0
2021-01-03,LRT Kelana Jaya Line,46212.0
2021-01-04,LRT Kelana Jaya Line,105722.0
2021-01-05,LRT Kelana Jaya Line,107425.0
2021-01-06,LRT Kelana Jaya Line,108447.0
2021-01-07,LRT Kelana Jaya Line,106278.0
2021-01-08,LRT Kelana Jaya Line,106353.0
2021-01-09,LRT Kelana Jaya Line,61519.0
2021-01-10,LRT Kelana Jaya Line,50852.0
2021-01-11,LRT Kelana Jaya Line,102358.0
2021-01-12,LRT Kelana Jaya Line,108346.0
2021-01-13,LRT Kelana Jaya Line,56878.0
2021-01-14,LRT Kelana Jaya Line,58141.0
2021-01-15,LRT Kelana Jaya Line,61169.0
2021-01-16,LRT Kelana Jaya Line,32613.0
2021-01-17,LRT Kelana Jaya Line,21883.0
2021-01-18,LRT Kelana Jaya Line,62247.0
2021-01-19,LRT Kelana Jaya Line,61749.0
2021-01-20,LRT Kelana Jaya Line,62261.0
2021-01-21,LRT Kelana Jaya Line,62297.0
2021-01-22,LRT Kelana Jaya Line,62662.0
2021-01-23,LRT Kelana Jaya Line,34947.0
2021-01-24,LRT Kelana Jaya Line,24620.0
2021-01-25,LRT Kelana Jaya Line,66111.0
2021-01-26,LRT Kelana Jaya Line,65473.0
2021-01-27,LRT Kelana Jaya Line,67459.0
2021-01-28,LRT Kelana Jaya Line,30811.0
2021-01-29,LRT Kelana Jaya Line,65862.0
2021-01-30,LRT Kelana Jaya Line,37156.0
2021-01-31,LRT Kelana Jaya Line,26957.0
2021-02-01,LRT Kelana Jaya Line,39619.0
2021-02-02,LRT Kelana Jaya Line,70196.0
2021-02-03,LRT Kelana Jaya Line,69893.0
2021-02-04,LRT Kelana Jaya Line,70189.0
2021-02-05,LRT Kelana Jaya Line,72160.0
2021-02-06,LRT Kelana Jaya Line,41153.0
2021-02-07,LRT Kelana Jaya Line,30294.0
2021-02-08,LRT Kelana Jaya Line,74054.0
2021-02-09,LRT Kelana Jaya Line,74408.0
2021-02-10,LRT Kelana Jaya Line,76120.0
2021-02-11,LRT Kelana Jaya Line,68335.0
2021-02-12,LRT Kelana Jaya Line,35574.0
2021-02-13,LRT Kelana Jaya Line,36887.0
2021-02-14,LRT Kelana Jaya Line,37788.0
2021-02-15,LRT Kelana Jaya Line,73785.0
2021-02-16,LRT Kelana Jaya Line,76752.0
2021-02-17,LRT Kelana Jaya Line,77794.0
2021-02-18,LRT Kelana Jaya Line,80181.0
2021-02-19,LRT Kelana Jaya Line,82378.0
2021-02-20,LRT Kelana Jaya Line,53163.0
2021-02-21,LRT Kelana Jaya Line,42100.0
2021-02-22,LRT Kelana Jaya Line,85543.0
2021-02-23,LRT Kelana Jaya Line,86853.0
2021-02-24,LRT Kelana Jaya Line,86974.0
2021-02-25,LRT Kelana Jaya Line,86872.0
2021-02-26,LRT Kelana Jaya Line,89099.0
2021-02-27,LRT Kelana Jaya Line,58981.0
2021-02-28,LRT Kelana Jaya Line,47842.0
2021-03-01,LRT Kelana Jaya Line,92058.0
2021-03-02,LRT Kelana Jaya Line,92411.0
2021-03-03,LRT Kelana Jaya Line,94027.0
2021-03-04,LRT Kelana Jaya Line,94162.0
2021-03-05,LRT Kelana Jaya Line,101936.0
2021-03-06,LRT Kelana Jaya Line,66104.0
2021-03-07,LRT Kelana Jaya Line,54533.0
2021-03-08,LRT Kelana Jaya Line,105108.0
2021-03-09,LRT Kelana Jaya Line,108667.0
2021-03-10,LRT Kelana Jaya Line,110849.0
2021-03-11,LRT Kelana Jaya Line,108473.0
2021-03-12,LRT Kelana Jaya Line,111022.0
2021-03-13,LRT Kelana Jaya Line,69772.0
2021-03-14,LRT Kelana Jaya Line,56178.0
2021-03-15,LRT Kelana Jaya Line,110124.0
2021-03-16,LRT Kelana Jaya Line,111874.0
2021-03-17,LRT Kelana Jaya Line,113717.0
2021-03-18,LRT Kelana Jaya Line,112372.0
2021-03-19,LRT Kelana Jaya Line,115688.0
2021-03-20,LRT Kelana Jaya Line,72641.0
2021-03-21,LRT Kelana Jaya Line,57925.0
2021-03-22,LRT Kelana Jaya Line,113268.0
2021-03-23,LRT Kelana Jaya Line,115322.0
2021-03-24,LRT Kelana Jaya Line,117147.0
2021-03-25,LRT Kelana Jaya Line,116785.0
2021-03-26,LRT Kelana Jaya Line,119991.0
2021-03-27,LRT Kelana Jaya Line,76454.0
2021-03-28,LRT Kelana Jaya Line,62657.0
2021-03-29,LRT Kelana Jaya Line,111647.0
2021-03-30,LRT Kelana Jaya Line,119692.0
2021-03-31,LRT Kelana Jaya Line,121257.0
2021-04-01,LRT Kelana Jaya Line,124099.0
2021-04-02,LRT Kelana Jaya Line,125897.0
2021-04-03,LRT Kelana Jaya Line,81259.0
2021-04-04,LRT Kelana Jaya Line,65377.0
2021-04-05,LRT Kelana Jaya Line,126050.0
2021-04-06,LRT Kelana Jaya Line,130179.0
2021-04-07,LRT Kelana Jaya Line,132895.0
2021-04-08,LRT Kelana Jaya Line,132562.0
2021-04-09,LRT Kelana Jaya Line,138352.0
2021-04-10,LRT Kelana Jaya Line,87269.0
2021-04-11,LRT Kelana Jaya Line,71158.0
2021-04-12,LRT Kelana Jaya Line,137307.0
2021-04-13,LRT Kelana Jaya Line,122661.0
2021-04-14,LRT Kelana Jaya Line,126411.0
2021-04-15,LRT Kelana Jaya Line,127339.0
2021-04-16,LRT Kelana Jaya Line,128502.0
2021-04-17,LRT Kelana Jaya Line,66992.0
2021-04-18,LRT Kelana Jaya Line,53374.0
2021-04-19,LRT Kelana Jaya Line,123934.0
2021-04-20,LRT Kelana Jaya Line,125511.0
2021-04-21,LRT Kelana Jaya Line,125346.0
2021-04-22,LRT Kelana Jaya Line,122826.0
2021-04-23,LRT Kelana Jaya Line,125586.0
2021-04-24,LRT Kelana Jaya Line,68983.0
2021-04-25,LRT Kelana Jaya Line,53755.0
2021-04-26,LRT Kelana Jaya Line,121348.0
2021-04-27,LRT Kelana Jaya Line,121352.0
2021-04-28,LRT Kelana Jaya Line,123513.0
2021-04-29,LRT Kelana Jaya Line,61174.0
2021-04-30,LRT Kelana Jaya Line,115031.0
2021-05-01,LRT Kelana Jaya Line,61649.0
2021-05-02,LRT Kelana Jaya Line,53313.0
2021-05-03,LRT Kelana Jaya Line,118646.0
2021-05-04,LRT Kelana Jaya Line,118594.0
2021-05-05,LRT Kelana Jaya Line,126221.0
2021-05-06,LRT Kelana Jaya Line,108438.0
2021-05-07,LRT Kelana Jaya Line,97879.0
2021-05-08,LRT Kelana Jaya Line,51798.0
2021-05-09,LRT Kelana Jaya Line,34109.0
2021-05-10,LRT Kelana Jaya Line,81575.0
2021-05-11,LRT Kelana Jaya Line,77436.0
2021-05-12,LRT Kelana Jaya Line,65534.0
2021-05-13,LRT Kelana Jaya Line,23173.0
2021-05-14,LRT Kelana Jaya Line,26414.0
2021-05-15,LRT Kelana Jaya Line,34669.0
2021-05-16,LRT Kelana Jaya Line,29457.0
2021-05-17,LRT Kelana Jaya Line,73794.0
2021-05-18,LRT Kelana Jaya Line,75846.0
2021-05-19,LRT Kelana Jaya Line,77931.0
2021-05-20,LRT Kelana Jaya Line,74901.0
2021-05-21,LRT Kelana Jaya Line,74120.0
2021-05-22,LRT Kelana Jaya Line,39848.0
2021-05-23,LRT Kelana Jaya Line,26259.0
2021-05-24,LRT Kelana Jaya Line,69981.0
2021-05-25,LRT Kelana Jaya Line,48469.0
2021-05-26,LRT Kelana Jaya Line,22670.0
2021-05-27,LRT Kelana Jaya Line,49948.0
2021-05-28,LRT Kelana Jaya Line,48823.0
2021-05-29,LRT Kelana Jaya Line,32566.0
2021-05-30,LRT Kelana Jaya Line,23407.0
2021-05-31,LRT Kelana Jaya Line,57284.0
2021-06-01,LRT Kelana Jaya Line,25904.0
2021-06-02,LRT Kelana Jaya Line,27862.0
2021-06-03,LRT Kelana Jaya Line,28476.0
2021-06-04,LRT Kelana Jaya Line,28452.0
2021-06-05,LRT Kelana Jaya Line,16510.0
2021-06-06,LRT Kelana Jaya Line,12108.0
2021-06-07,LRT Kelana Jaya Line,13201.0
2021-06-08,LRT Kelana Jaya Line,30626.0
2021-06-09,LRT Kelana Jaya Line,30925.0
2021-06-10,LRT Kelana Jaya Line,31204.0
2021-06-11,LRT Kelana Jaya Line,31623.0
2021-06-12,LRT Kelana Jaya Line,17835.0
2021-06-13,LRT Kelana Jaya Line,13775.0
2021-06-14,LRT Kelana Jaya Line,33289.0
2021-06-15,LRT Kelana Jaya Line,34156.0
2021-06-16,LRT Kelana Jaya Line,34037.0
2021-06-17,LRT Kelana Jaya Line,33881.0
2021-06-18,LRT Kelana Jaya Line,34181.0
2021-06-19,LRT Kelana Jaya Line,19957.0
2021-06-20,LRT Kelana Jaya Line,13733.0
2021-06-21,LRT Kelana Jaya Line,35097.0
2021-06-22,LRT Kelana Jaya Line,34981.0
2021-06-23,LRT Kelana Jaya Line,35213.0
2021-06-24,LRT Kelana Jaya Line,35001.0
2021-06-25,LRT Kelana Jaya Line,35379.0
2021-06-26,LRT Kelana Jaya Line,20955.0
2021-06-27,LRT Kelana Jaya Line,14572.0
2021-06-28,LRT Kelana Jaya Line,35873.0
2021-06-29,LRT Kelana Jaya Line,36947.0
2021-06-30,LRT Kelana Jaya Line,38094.0
2021-07-01,LRT Kelana Jaya Line,37838.0
2021-07-02,LRT Kelana Jaya Line,39779.0
2021-07-03,LRT Kelana Jaya Line,17602.0
2021-07-04,LRT Kelana Jaya Line,13341.0
2021-07-05,LRT Kelana Jaya Line,30976.0
