date,route_line,ridership
2019-04-12,MRT Kajang Line,209837.0
2019-04-13,MRT Kajang Line,123642.0
2019-04-14,MRT Kajang Line,107228.0
2019-04-15,MRT Kajang Line,190762.0
2019-04-16,MRT Kajang Line,192672.0
2019-04-17,MRT Kajang Line,193438.0
2019-04-18,MRT Kajang Line,194390.0
2019-04-19,MRT Kajang Line,206110.0
2019-04-20,MRT Kajang Line,120236.0
2019-04-21,MRT Kajang Line,101519.0
2019-04-22,MRT Kajang Line,187208.0
2019-04-23,MRT Kajang Line,189231.0
2019-04-24,MRT Kajang Line,198913.0
2019-04-25,MRT Kajang Line,196071.0
2019-04-26,MRT Kajang Line,211446.0
2019-04-27,MRT Kajang Line,134471.0
2019-04-28,MRT Kajang Line,106221.0
2019-04-29,MRT Kajang Line,191921.0
2019-04-30,MRT Kajang Line,204609.0
2019-05-01,MRT Kajang Line,135733.0
2019-05-02,MRT Kajang Line,203184.0
2019-05-03,MRT Kajang Line,217969.0
2019-05-04,MRT Kajang Line,128447.0
2019-05-05,MRT Kajang Line,106250.0
2019-05-06,MRT Kajang Line,184983.0
2019-05-07,MRT Kajang Line,191637.0
2019-05-08,MRT Kajang Line,194259.0
2019-05-09,MRT Kajang Line,195436.0
2019-05-10,MRT Kajang Line,209094.0
2019-05-11,MRT Kajang Line,106596.0
2019-05-12,MRT Kajang Line,90511.0
2019-05-13,MRT Kajang Line,189235.0
2019-05-14,MRT Kajang Line,192921.0
2019-05-15,MRT Kajang Line,194298.0
2019-05-16,MRT Kajang Line,195710.0
2019-05-17,MRT Kajang Line,212295.0
2019-05-18,MRT Kajang Line,108974.0
2019-05-19,MRT Kajang Line,94901.0
2019-05-20,MRT Kajang Line,92033.0
2019-05-21,MRT Kajang Line,171055.0
2019-05-22,MRT Kajang Line,97824.0
2019-05-23,MRT Kajang Line,192861.0
2019-05-24,MRT Kajang Line,210308.0
2019-05-25,MRT Kajang Line,119347.0
2019-05-26,MRT Kajang Line,101734.0
2019-05-27,MRT Kajang Line,195618.0
2019-05-28,MRT Kajang Line,199063.0
2019-05-29,MRT Kajang Line,204037.0
2019-05-30,MRT Kajang Line,203725.0
2019-05-31,MRT Kajang Line,215295.0
2019-06-01,MRT Kajang Line,118897.0
2019-06-02,MRT Kajang Line,101592.0
2019-06-03,MRT Kajang Line,165676.0
2019-06-04,MRT Kajang Line,152340.0
2019-06-05,MRT Kajang Line,110796.0
2019-06-06,MRT Kajang Line,106402.0
2019-06-07,MRT Kajang Line,135153.0
2019-06-08,MRT Kajang Line,99511.0
2019-06-09,MRT Kajang Line,96217.0
2019-06-10,MRT Kajang Line,178297.0
2019-06-11,MRT Kajang Line,189932.0
2019-06-12,MRT Kajang Line,196442.0
2019-06-13,MRT Kajang Line,196975.0
2019-06-14,MRT Kajang Line,210887.0
2019-06-15,MRT Kajang Line,125207.0
2019-06-16,MRT Kajang Line,102366.0
2019-06-17,MRT Kajang Line,195025.0
2019-06-18,MRT Kajang Line,198007.0
2019-06-19,MRT Kajang Line,202709.0
2019-06-20,MRT Kajang Line,200984.0
2019-06-21,MRT Kajang Line,217752.0
2019-06-22,MRT Kajang Line,131673.0
2019-06-23,MRT Kajang Line,106698.0
2019-06-24,MRT Kajang Line,157649.0
2019-06-25,MRT Kajang Line,200250.0
2019-06-26,MRT Kajang Line,205837.0
2019-06-27,MRT Kajang Line,206155.0
2019-06-28,MRT Kajang Line,222749.0
2019-06-29,MRT Kajang Line,141483.0
2019-06-30,MRT Kajang Line,120030.0
2019-07-01,MRT Kajang Line,202287.0
2019-07-02,MRT Kajang Line,203875.0
2019-07-03,MRT Kajang Line,208694.0
2019-07-04,MRT Kajang Line,208680.0
2019-07-05,MRT Kajang Line,228075.0
2019-07-06,MRT Kajang Line,145090.0
2019-07-07,MRT Kajang Line,118153.0
2019-07-08,MRT Kajang Line,205816.0
2019-07-09,MRT Kajang Line,207637.0
2019-07-10,MRT Kajang Line,210849.0
2019-07-11,MRT Kajang Line,208949.0
2019-07-12,MRT Kajang Line,228301.0
2019-07-13,MRT Kajang Line,140499.0
2019-07-14,MRT Kajang Line,113531.0
2019-07-15,MRT Kajang Line,204208.0
2019-07-16,MRT Kajang Line,204118.0
2019-07-17,MRT Kajang Line,209365.0
2019-07-18,MRT Kajang Line,207655.0
2019-07-19,MRT Kajang Line,224094.0
2019-07-20,MRT Kajang Line,131312.0
2019-07-21,MRT Kajang Line,106549.0
2019-07-22,MRT Kajang Line,198820.0
2019-07-23,MRT Kajang Line,203705.0
2019-07-24,MRT Kajang Line,204908.0
2019-07-25,MRT Kajang Line,206216.0
2019-07-26,MRT Kajang Line,224807.0
2019-07-27,MRT Kajang Line,137225.0
2019-07-28,MRT Kajang Line,114675.0
2019-07-29,MRT Kajang Line,196756.0
2019-07-30,MRT Kajang Line,121673.0
2019-07-31,MRT Kajang Line,202720.0
2019-08-01,MRT Kajang Line,205494.0
2019-08-02,MRT Kajang Line,220429.0
2019-08-03,MRT Kajang Line,131183.0
2019-08-04,MRT Kajang Line,106098.0
2019-08-05,MRT Kajang Line,202861.0
2019-08-06,MRT Kajang Line,204220.0
2019-08-07,MRT Kajang Line,209389.0
2019-08-08,MRT Kajang Line,210683.0
2019-08-09,MRT Kajang Line,231682.0
2019-08-10,MRT Kajang Line,127441.0
2019-08-11,MRT Kajang Line,116210.0
2019-08-12,MRT Kajang Line,115075.0
2019-08-13,MRT Kajang Line,191288.0
2019-08-14,MRT Kajang Line,203351.0
2019-08-15,MRT Kajang Line,208703.0
2019-08-16,MRT Kajang Line,213986.0
2019-08-17,MRT Kajang Line,126704.0
2019-08-18,MRT Kajang Line,103757.0
2019-08-19,MRT Kajang Line,198128.0
2019-08-20,MRT Kajang Line,199596.0
2019-08-21,MRT Kajang Line,202776.0
2019-08-22,MRT Kajang Line,204584.0
2019-08-23,MRT Kajang Line,215383.0
2019-08-24,MRT Kajang Line,128064.0
2019-08-25,MRT Kajang Line,106170.0
2019-08-26,MRT Kajang Line,198558.0
2019-08-27,MRT Kajang Line,201545.0
2019-08-28,MRT Kajang Line,204147.0
2019-08-29,MRT Kajang Line,205260.0
2019-08-30,MRT Kajang Line,226389.0
2019-08-31,MRT Kajang Line,137105.0
2019-09-01,MRT Kajang Line,114032.0
2019-09-02,MRT Kajang Line,106456.0
2019-09-03,MRT Kajang Line,194378.0
2019-09-04,MRT Kajang Line,200166.0
2019-09-05,MRT Kajang Line,201419.0
2019-09-06,MRT Kajang Line,220867.0
2019-09-07,MRT Kajang Line,131342.0
2019-09-08,MRT Kajang Line,118293.0
2019-09-09,MRT Kajang Line,111329.0
2019-09-10,MRT Kajang Line,201480.0
2019-09-11,MRT Kajang Line,204092.0
2019-09-12,MRT Kajang Line,205272.0
2019-09-13,MRT Kajang Line,220812.0
2019-09-14,MRT Kajang Line,125436.0
2019-09-15,MRT Kajang Line,115038.0
2019-09-16,MRT Kajang Line,109475.0
2019-09-17,MRT Kajang Line,197304.0
2019-09-18,MRT Kajang Line,200833.0
2019-09-19,MRT Kajang Line,197453.0
2019-09-20,MRT Kajang Line,208026.0
2019-09-21,MRT Kajang Line,125723.0
2019-09-22,MRT Kajang Line,102947.0
2019-09-23,MRT Kajang Line,195137.0
2019-09-24,MRT Kajang Line,198857.0
2019-09-25,MRT Kajang Line,203745.0
2019-09-26,MRT Kajang Line,204872.0
2019-09-27,MRT Kajang Line,222079.0
2019-09-28,MRT Kajang Line,134629.0
2019-09-29,MRT Kajang Line,112558.0
2019-09-30,MRT Kajang Line,200735.0
2019-10-01,MRT Kajang Line,204874.0
2019-10-02,MRT Kajang Line,210685.0
2019-10-03,MRT Kajang Line,210172.0
2019-10-04,MRT Kajang Line,232065.0
2019-10-05,MRT Kajang Line,140262.0
2019-10-06,MRT Kajang Line,117482.0
2019-10-07,MRT Kajang Line,206312.0
2019-10-08,MRT Kajang Line,210697.0
2019-10-09,MRT Kajang Line,215907.0
2019-10-10,MRT Kajang Line,216606.0
2019-10-11,MRT Kajang Line,236078.0
2019-10-12,MRT Kajang Line,140177.0
2019-10-13,MRT Kajang Line,119607.0
2019-10-14,MRT Kajang Line,209954.0
2019-10-15,MRT Kajang Line,212206.0
2019-10-16,MRT Kajang Line,214274.0
2019-10-17,MRT Kajang Line,214118.0
2019-10-18,MRT Kajang Line,230243.0
2019-10-19,MRT Kajang Line,136364.0
2019-10-20,MRT Kajang Line,116641.0
2019-10-21,MRT Kajang Line,204630.0
2019-10-22,MRT Kajang Line,209483.0
2019-10-23,MRT Kajang Line,212810.0
2019-10-24,MRT Kajang Line,221058.0
2019-10-25,MRT Kajang Line,237339.0
2019-10-26,MRT Kajang Line,132337.0
2019-10-27,MRT Kajang Line,123836.0
2019-10-28,MRT Kajang Line,114070.0
2019-10-29,MRT Kajang Line,197436.0
2019-10-30,MRT Kajang Line,209290.0
2019-10-31,MRT Kajang Line,213696.0
2019-11-01,MRT Kajang Line,226553.0
2019-11-02,MRT Kajang Line,135360.0
2019-11-03,MRT Kajang Line,118090.0
2019-11-04,MRT Kajang Line,209314.0
2019-11-05,MRT Kajang Line,211663.0
2019-11-06,MRT Kajang Line,215496.0
2019-11-07,MRT Kajang Line,215992.0
2019-11-08,MRT Kajang Line,228917.0
2019-11-09,MRT Kajang Line,132874.0
2019-11-10,MRT Kajang Line,119373.0
2019-11-11,MRT Kajang Line,210746.0
2019-11-12,MRT Kajang Line,209721.0
2019-11-13,MRT Kajang Line,215808.0
2019-11-14,MRT Kajang Line,215769.0
2019-11-15,MRT Kajang Line,231690.0
2019-11-16,MRT Kajang Line,134761.0
2019-11-17,MRT Kajang Line,117299.0
2019-11-18,MRT Kajang Line,207757.0
2019-11-19,MRT Kajang Line,211209.0
2019-11-20,MRT Kajang Line,217321.0
2019-11-21,MRT Kajang Line,213839.0
2019-11-22,MRT Kajang Line,225728.0
2019-11-23,MRT Kajang Line,133716.0
2019-11-24,MRT Kajang Line,117422.0
2019-11-25,MRT Kajang Line,206138.0
2019-11-26,MRT Kajang Line,211084.0
2019-11-27,MRT Kajang Line,218208.0
2019-11-28,MRT Kajang Line,220514.0
2019-11-29,MRT Kajang Line,235663.0
2019-11-30,MRT Kajang Line,147928.0
2019-12-01,MRT Kajang Line,128643.0
2019-12-02,MRT Kajang Line,209664.0
2019-12-03,MRT Kajang Line,212056.0
2019-12-04,MRT Kajang Line,219127.0
2019-12-05,MRT Kajang Line,217847.0
2019-12-06,MRT Kajang Line,226421.0
2019-12-07,MRT Kajang Line,147098.0
2019-12-08,MRT Kajang Line,131022.0
2019-12-09,MRT Kajang Line,210096.0
2019-12-10,MRT Kajang Line,213561.0
2019-12-11,MRT Kajang Line,217051.0
2019-12-12,MRT Kajang Line,218305.0
2019-12-13,MRT Kajang Line,223046.0
2019-12-14,MRT Kajang Line,137628.0
2019-12-15,MRT Kajang Line,124122.0
2019-12-16,MRT Kajang Line,205468.0
2019-12-17,MRT Kajang Line,211454.0
2019-12-18,MRT Kajang Line,217830.0
2019-12-19,MRT Kajang Line,216453.0
2019-12-20,MRT Kajang Line,228935.0
2019-12-21,MRT Kajang Line,151792.0
2019-12-22,MRT Kajang Line,129559.0
2019-12-23,MRT Kajang Line,203066.0
2019-12-24,MRT Kajang Line,212835.0
2019-12-25,MRT Kajang Line,156278.0
2019-12-26,MRT Kajang Line,189001.0
2019-12-27,MRT Kajang Line,195650.0
2019-12-28,MRT Kajang Line,125578.0
2019-12-29,MRT Kajang Line,114298.0
2019-12-30,MRT Kajang Line,189671.0
2019-12-31,MRT Kajang Line,250467.0
2020-01-01,MRT Kajang Line,134681.0
2020-01-02,MRT Kajang Line,194338.0
2020-01-03,MRT Kajang Line,207674.0
2020-01-04,MRT Kajang Line,125644.0
2020-01-05,MRT Kajang Line,108382.0
2020-01-06,MRT Kajang Line,209741.0
2020-01-07,MRT Kajang Line,213175.0
2020-01-08,MRT Kajang Line,216839.0
2020-01-09,MRT Kajang Line,218006.0
2020-01-10,MRT Kajang Line,232263.0
2020-01-11,MRT Kajang Line,141644.0
2020-01-12,MRT Kajang Line,123761.0
2020-01-13,MRT Kajang Line,219223.0
2020-01-14,MRT Kajang Line,220997.0
2020-01-15,MRT Kajang Line,220141.0
2020-01-16,MRT Kajang Line,222615.0
2020-01-17,MRT Kajang Line,239564.0
2020-01-18,MRT Kajang Line,149917.0
2020-01-19,MRT Kajang Line,126834.0
2020-01-20,MRT Kajang Line,222539.0
2020-01-21,MRT Kajang Line,224498.0
2020-01-22,MRT Kajang Line,233039.0
2020-01-23,MRT Kajang Line,213870.0
2020-01-24,MRT Kajang Line,159166.0
2020-01-25,MRT Kajang Line,104220.0
2020-01-26,MRT Kajang Line,98233.0
2020-01-27,MRT Kajang Line,94079.0
2020-01-28,MRT Kajang Line,157392.0
2020-01-29,MRT Kajang Line,166486.0
2020-01-30,MRT Kajang Line,186400.0
2020-01-31,MRT Kajang Line,191296.0
2020-02-01,MRT Kajang Line,106276.0
2020-02-02,MRT Kajang Line,97819.0
2020-02-03,MRT Kajang Line,205574.0
2020-02-04,MRT Kajang Line,209448.0
2020-02-05,MRT Kajang Line,212546.0
2020-02-06,MRT Kajang Line,214207.0
2020-02-07,MRT Kajang Line,221718.0
2020-02-08,MRT Kajang Line,118307.0
2020-02-09,MRT Kajang Line,106094.0
2020-02-10,MRT Kajang Line,210397.0
2020-02-11,MRT Kajang Line,213174.0
2020-02-12,MRT Kajang Line,214499.0
2020-02-13,MRT Kajang Line,214050.0
2020-02-14,MRT Kajang Line,235391.0
2020-02-15,MRT Kajang Line,127822.0
2020-02-16,MRT Kajang Line,105982.0
2020-02-17,MRT Kajang Line,210177.0
2020-02-18,MRT Kajang Line,209716.0
2020-02-19,MRT Kajang Line,209862.0
2020-02-20,MRT Kajang Line,213907.0
2020-02-21,MRT Kajang Line,226544.0
2020-02-22,MRT Kajang Line,124969.0
2020-02-23,MRT Kajang Line,102752.0
2020-02-24,MRT Kajang Line,207457.0
2020-02-25,MRT Kajang Line,209938.0
2020-02-26,MRT Kajang Line,212240.0
2020-02-27,MRT Kajang Line,212974.0
2020-02-28,MRT Kajang Line,231418.0
2020-02-29,MRT Kajang Line,133697.0
2020-03-01,MRT Kajang Line,110481.0
2020-03-02,MRT Kajang Line,209501.0
2020-03-03,MRT Kajang Line,212394.0
2020-03-04,MRT Kajang Line,211636.0
2020-03-05,MRT Kajang Line,212858.0
2020-03-06,MRT Kajang Line,221441.0
2020-03-07,MRT Kajang Line,112639.0
2020-03-08,MRT Kajang Line,99360.0
2020-03-09,MRT Kajang Line,198508.0
2020-03-10,MRT Kajang Line,200794.0
2020-03-11,MRT Kajang Line,196921.0
2020-03-12,MRT Kajang Line,195544.0
2020-03-13,MRT Kajang Line,202807.0
2020-03-14,MRT Kajang Line,93413.0
2020-03-15,MRT Kajang Line,76254.0
2020-03-16,MRT Kajang Line,158795.0
2020-03-17,MRT Kajang Line,140085.0
2020-03-18,MRT Kajang Line,47917.0
2020-03-19,MRT Kajang Line,34138.0
2020-03-20,MRT Kajang Line,25579.0
2020-03-21,MRT Kajang Line,11377.0
2020-03-22,MRT Kajang Line,7338.0
2020-03-23,MRT Kajang Line,16133.0
2020-03-24,MRT Kajang Line,14269.0
2020-03-25,MRT Kajang Line,11606.0
2020-03-26,MRT Kajang Line,11602.0
2020-03-27,MRT Kajang Line,11286.0
2020-03-28,MRT Kajang Line,5897.0
2020-03-29,MRT Kajang Line,4973.0
2020-03-30,MRT Kajang Line,11289.0
2020-03-31,MRT Kajang Line,11268.0
2020-04-01,MRT Kajang Line,11731.0
2020-04-02,MRT Kajang Line,11199.0
2020-04-03,MRT Kajang Line,11424.0
2020-04-04,MRT Kajang Line,6005.0
2020-04-05,MRT Kajang Line,5239.0
2020-04-06,MRT Kajang Line,11457.0
2020-04-07,MRT Kajang Line,11016.0
2020-04-08,MRT Kajang Line,11100.0
2020-04-09,MRT Kajang Line,10953.0
2020-04-10,MRT Kajang Line,11164.0
2020-04-11,MRT Kajang Line,6470.0
2020-04-12,MRT Kajang Line,5265.0
2020-04-13,MRT Kajang Line,11881.0
2020-04-14,MRT Kajang Line,11587.0
2020-04-15,MRT Kajang Line,11744.0
2020-04-16,MRT Kajang Line,11568.0
2020-04-17,MRT Kajang Line,11801.0
2020-04-18,MRT Kajang Line,6552.0
2020-04-19,MRT Kajang Line,5748.0
2020-04-20,MRT Kajang Line,12437.0
2020-04-21,MRT Kajang Line,12046.0
2020-04-22,MRT Kajang Line,11997.0
2020-04-23,MRT Kajang Line,12412.0
2020-04-24,MRT Kajang Line,11547.0
2020-04-25,MRT Kajang Line,6825.0
2020-04-26,MRT Kajang Line,5888.0
2020-04-27,MRT Kajang Line,12942.0
2020-04-28,MRT Kajang Line,12682.0
2020-04-29,MRT Kajang Line,13207.0
2020-04-30,MRT Kajang Line,13831.0
2020-05-01,MRT Kajang Line,6656.0
2020-05-02,MRT Kajang Line,7988.0
2020-05-03,MRT Kajang Line,7234.0
2020-05-04,MRT Kajang Line,32976.0
2020-05-05,MRT Kajang Line,32711.0
2020-05-06,MRT Kajang Line,34366.0
2020-05-07,MRT Kajang Line,18374.0
2020-05-08,MRT Kajang Line,34171.0
2020-05-09,MRT Kajang Line,21862.0
2020-05-10,MRT Kajang Line,17436.0
2020-05-11,MRT Kajang Line,21787.0
2020-05-12,MRT Kajang Line,40197.0
2020-05-13,MRT Kajang Line,44149.0
2020-05-14,MRT Kajang Line,47083.0
2020-05-15,MRT Kajang Line,44629.0
2020-05-16,MRT Kajang Line,26401.0
2020-05-17,MRT Kajang Line,21436.0
2020-05-18,MRT Kajang Line,48548.0
2020-05-19,MRT Kajang Line,48790.0
2020-05-20,MRT Kajang Line,50036.0
2020-05-21,MRT Kajang Line,49268.0
2020-05-22,MRT Kajang Line,48418.0
2020-05-23,MRT Kajang Line,29615.0
2020-05-24,MRT Kajang Line,21419.0
2020-05-25,MRT Kajang Line,24584.0
2020-05-26,MRT Kajang Line,26635.0
2020-05-27,MRT Kajang Line,49101.0
2020-05-28,MRT Kajang Line,51036.0
2020-05-29,MRT Kajang Line,52201.0
2020-05-30,MRT Kajang Line,35272.0
2020-05-31,MRT Kajang Line,28383.0
2020-06-01,MRT Kajang Line,62570.0
2020-06-02,MRT Kajang Line,62518.0
2020-06-03,MRT Kajang Line,63301.0
2020-06-04,MRT Kajang Line,62436.0
2020-06-05,MRT Kajang Line,63791.0
2020-06-06,MRT Kajang Line,41060.0
2020-06-07,MRT Kajang Line,33372.0
2020-06-08,MRT Kajang Line,33891.0
2020-06-09,MRT Kajang Line,69691.0
2020-06-10,MRT Kajang Line,76067.0
2020-06-11,MRT Kajang Line,76249.0
2020-06-12,MRT Kajang Line,76109.0
2020-06-13,MRT Kajang Line,49343.0
2020-06-14,MRT Kajang Line,40000.0
2020-06-15,MRT Kajang Line,83160.0
2020-06-16,MRT Kajang Line,84584.0
2020-06-17,MRT Kajang Line,85961.0
2020-06-18,MRT Kajang Line,86066.0
2020-06-19,MRT Kajang Line,79452.0
2020-06-20,MRT Kajang Line,53485.0
2020-06-21,MRT Kajang Line,43882.0
2020-06-22,MRT Kajang Line,87479.0
2020-06-23,MRT Kajang Line,89422.0
2020-06-24,MRT Kajang Line,90815.0
2020-06-25,MRT Kajang Line,91001.0
2020-06-26,MRT Kajang Line,92973.0
2020-06-27,MRT Kajang Line,57046.0
2020-06-28,MRT Kajang Line,48167.0
2020-06-29,MRT Kajang Line,93959.0
2020-06-30,MRT Kajang Line,96207.0
2020-07-01,MRT Kajang Line,102994.0
2020-07-02,MRT Kajang Line,102315.0
2020-07-03,MRT Kajang Line,104176.0
2020-07-04,MRT Kajang Line,69396.0
2020-07-05,MRT Kajang Line,58034.0
2020-07-06,MRT Kajang Line,104290.0
2020-07-07,MRT Kajang Line,106359.0
2020-07-08,MRT Kajang Line,110142.0
2020-07-09,MRT Kajang Line,108741.0
2020-07-10,MRT Kajang Line,110907.0
2020-07-11,MRT Kajang Line,71912.0
2020-07-12,MRT Kajang Line,60104.0
2020-07-13,MRT Kajang Line,108346.0
2020-07-14,MRT Kajang Line,111106.0
2020-07-15,MRT Kajang Line,114808.0
2020-07-16,MRT Kajang Line,113763.0
2020-07-17,MRT Kajang Line,117972.0
2020-07-18,MRT Kajang Line,72806.0
2020-07-19,MRT Kajang Line,61514.0
2020-07-20,MRT Kajang Line,114391.0
2020-07-21,MRT Kajang Line,115660.0
2020-07-22,MRT Kajang Line,117000.0
2020-07-23,MRT Kajang Line,115819.0
2020-07-24,MRT Kajang Line,119246.0
2020-07-25,MRT Kajang Line,73189.0
2020-07-26,MRT Kajang Line,58786.0
2020-07-27,MRT Kajang Line,115390.0
2020-07-28,MRT Kajang Line,116920.0
2020-07-29,MRT Kajang Line,117389.0
2020-07-30,MRT Kajang Line,104478.0
2020-07-31,MRT Kajang Line,55915.0
2020-08-01,MRT Kajang Line,61698.0
2020-08-02,MRT Kajang Line,56090.0
2020-08-03,MRT Kajang Line,105884.0
2020-08-04,MRT Kajang Line,114190.0
2020-08-05,MRT Kajang Line,119020.0
2020-08-06,MRT Kajang Line,117903.0
2020-08-07,MRT Kajang Line,121010.0
2020-08-08,MRT Kajang Line,73648.0
2020-08-09,MRT Kajang Line,60243.0
2020-08-10,MRT Kajang Line,117905.0
2020-08-11,MRT Kajang Line,120267.0
2020-08-12,MRT Kajang Line,121320.0
2020-08-13,MRT Kajang Line,121238.0
2020-08-14,MRT Kajang Line,123906.0
2020-08-15,MRT Kajang Line,75722.0
2020-08-16,MRT Kajang Line,59551.0
2020-08-17,MRT Kajang Line,121288.0
2020-08-18,MRT Kajang Line,121978.0
2020-08-19,MRT Kajang Line,126388.0
2020-08-20,MRT Kajang Line,68061.0
2020-08-21,MRT Kajang Line,113578.0
2020-08-22,MRT Kajang Line,73510.0
2020-08-23,MRT Kajang Line,60063.0
2020-08-24,MRT Kajang Line,119286.0
2020-08-25,MRT Kajang Line,123720.0
2020-08-26,MRT Kajang Line,124877.0
2020-08-27,MRT Kajang Line,123810.0
2020-08-28,MRT Kajang Line,128940.0
2020-08-29,MRT Kajang Line,79864.0
2020-08-30,MRT Kajang Line,71639.0
2020-08-31,MRT Kajang Line,70952.0
2020-09-01,MRT Kajang Line,123792.0
2020-09-02,MRT Kajang Line,129454.0
2020-09-03,MRT Kajang Line,129227.0
2020-09-04,MRT Kajang Line,134747.0
2020-09-05,MRT Kajang Line,81262.0
2020-09-06,MRT Kajang Line,67509.0
2020-09-07,MRT Kajang Line,129015.0
2020-09-08,MRT Kajang Line,133073.0
2020-09-09,MRT Kajang Line,133693.0
2020-09-10,MRT Kajang Line,134707.0
2020-09-11,MRT Kajang Line,140466.0
2020-09-12,MRT Kajang Line,86534.0
2020-09-13,MRT Kajang Line,69272.0
2020-09-14,MRT Kajang Line,130435.0
2020-09-15,MRT Kajang Line,136078.0
2020-09-16,MRT Kajang Line,77873.0
2020-09-17,MRT Kajang Line,131411.0
2020-09-18,MRT Kajang Line,135204.0
2020-09-19,MRT Kajang Line,82141.0
2020-09-20,MRT Kajang Line,63906.0
2020-09-21,MRT Kajang Line,132448.0
2020-09-22,MRT Kajang Line,135520.0
2020-09-23,MRT Kajang Line,137016.0
2020-09-24,MRT Kajang Line,137852.0
2020-09-25,MRT Kajang Line,139921.0
2020-09-26,MRT Kajang Line,84726.0
2020-09-27,MRT Kajang Line,68791.0
2020-09-28,MRT Kajang Line,129476.0
2020-09-29,MRT Kajang Line,130277.0
2020-09-30,MRT Kajang Line,130861.0
2020-10-01,MRT Kajang Line,128896.0
2020-10-02,MRT Kajang Line,126466.0
2020-10-03,MRT Kajang Line,66230.0
2020-10-04,MRT Kajang Line,54956.0
2020-10-05,MRT Kajang Line,120215.0
2020-10-06,MRT Kajang Line,116984.0
2020-10-07,MRT Kajang Line,113189.0
2020-10-08,MRT Kajang Line,113517.0
2020-10-09,MRT Kajang Line,111851.0
2020-10-10,MRT Kajang Line,60814.0
2020-10-11,MRT Kajang Line,49039.0
2020-10-12,MRT Kajang Line,103304.0
2020-10-13,MRT Kajang Line,103161.0
2020-10-14,MRT Kajang Line,69635.0
2020-10-15,MRT Kajang Line,70049.0
2020-10-16,MRT Kajang Line,70042.0
2020-10-17,MRT Kajang Line,38646.0
2020-10-18,MRT Kajang Line,28543.0
2020-10-19,MRT Kajang Line,70699.0
2020-10-20,MRT Kajang Line,70832.0
2020-10-21,MRT Kajang Line,71121.0
2020-10-22,MRT Kajang Line,53837.0
2020-10-23,MRT Kajang Line,56744.0
2020-10-24,MRT Kajang Line,38974.0
2020-10-25,MRT Kajang Line,28935.0
2020-10-26,MRT Kajang Line,57187.0
2020-10-27,MRT Kajang Line,58043.0
2020-10-28,MRT Kajang Line,61186.0
2020-10-29,MRT Kajang Line,34951.0
2020-10-30,MRT Kajang Line,61068.0
2020-10-31,MRT Kajang Line,41704.0
2020-11-01,MRT Kajang Line,33929.0
2020-11-02,MRT Kajang Line,65035.0
2020-11-03,MRT Kajang Line,65475.0
2020-11-04,MRT Kajang Line,65116.0
2020-11-05,MRT Kajang Line,64884.0
2020-11-06,MRT Kajang Line,66579.0
2020-11-07,MRT Kajang Line,46775.0
2020-11-08,MRT Kajang Line,37700.0
2020-11-09,MRT Kajang Line,68088.0
2020-11-10,MRT Kajang Line,68034.0
2020-11-11,MRT Kajang Line,69018.0
2020-11-12,MRT Kajang Line,67350.0
2020-11-13,MRT Kajang Line,67345.0
2020-11-14,MRT Kajang Line,40118.0
2020-11-15,MRT Kajang Line,35535.0
2020-11-16,MRT Kajang Line,66432.0
2020-11-17,MRT Kajang Line,66763.0
2020-11-18,MRT Kajang Line,67970.0
2020-11-19,MRT Kajang Line,66957.0
2020-11-20,MRT Kajang Line,68775.0
2020-11-21,MRT Kajang Line,45726.0
2020-11-22,MRT Kajang Line,38847.0
2020-11-23,MRT Kajang Line,69356.0
2020-11-24,MRT Kajang Line,69715.0
2020-11-25,MRT Kajang Line,69993.0
2020-11-26,MRT Kajang Line,68850.0
2020-11-27,MRT Kajang Line,71969.0
2020-11-28,MRT Kajang Line,49590.0
2020-11-29,MRT Kajang Line,40222.0
2020-11-30,MRT Kajang Line,72472.0
2020-12-01,MRT Kajang Line,74085.0
2020-12-02,MRT Kajang Line,75013.0
2020-12-03,MRT Kajang Line,73870.0
2020-12-04,MRT Kajang Line,76102.0
2020-12-05,MRT Kajang Line,53959.0
2020-12-06,MRT Kajang Line,44574.0
2020-12-07,MRT Kajang Line,76157.0
2020-12-08,MRT Kajang Line,77758.0
2020-12-09,MRT Kajang Line,77962.0
2020-12-10,MRT Kajang Line,66101.0
2020-12-11,MRT Kajang Line,72184.0
2020-12-12,MRT Kajang Line,53409.0
2020-12-13,MRT Kajang Line,45538.0
2020-12-14,MRT Kajang Line,75786.0
2020-12-15,MRT Kajang Line,78018.0
2020-12-16,MRT Kajang Line,79155.0
2020-12-17,MRT Kajang Line,78225.0
2020-12-18,MRT Kajang Line,79017.0
2020-12-19,MRT Kajang Line,57476.0
2020-12-20,MRT Kajang Line,46522.0
2020-12-21,MRT Kajang Line,77442.0
2020-12-22,MRT Kajang Line,80142.0
2020-12-23,MRT Kajang Line,81154.0
2020-12-24,MRT Kajang Line,79501.0
2020-12-25,MRT Kajang Line,52348.0
2020-12-26,MRT Kajang Line,49930.0
2020-12-27,MRT Kajang Line,44857.0
2020-12-28,MRT Kajang Line,74519.0
2020-12-29,MRT Kajang Line,74746.0
2020-12-30,MRT Kajang Line,77442.0
2020-12-31,MRT Kajang Line,81551.0
2021-01-01,MRT Kajang Line,49130.0
2021-01-02,MRT Kajang Line,51302.0
2021-01-03,MRT Kajang Line,40364.0
2021-01-04,MRT Kajang Line,80414.0
2021-01-05,MRT Kajang Line,79556.0
